Shop_Id,Shop_City,Shop_State,Shop_Region,Shop_Country,Market
507,Crewe,Inglaterra,Northern Europe,Reino Unido,Europe
509,Bognor Regis,Inglaterra,Northern Europe,Reino Unido,Europe
611,Swindon,Inglaterra,Northern Europe,Reino Unido,Europe
620,Darton,Inglaterra,Northern Europe,Reino Unido,Europe
621,Northampton,Inglaterra,Northern Europe,Reino Unido,Europe
630,Preston,Inglaterra,Northern Europe,Reino Unido,Europe
635,Colchester,Inglaterra,Northern Europe,Reino Unido,Europe
643,Lincoln,Inglaterra,Northern Europe,Reino Unido,Europe
650,Stoke-on-Trent,Inglaterra,Northern Europe,Reino Unido,Europe
657,Wigan,Inglaterra,Northern Europe,Reino Unido,Europe
674,Garforth,Inglaterra,Northern Europe,Reino Unido,Europe
703,Maidstone,Inglaterra,Northern Europe,Reino Unido,Europe
720,Bolton,Inglaterra,Northern Europe,Reino Unido,Europe
722,Great Yarmouth,Inglaterra,Northern Europe,Reino Unido,Europe
749,Stockton-on-Tees,Inglaterra,Northern Europe,Reino Unido,Europe
766,Carlisle,Inglaterra,Northern Europe,Reino Unido,Europe
768,Rugby,Inglaterra,Northern Europe,Reino Unido,Europe
770,Derby,Inglaterra,Northern Europe,Reino Unido,Europe
775,Bebington,Inglaterra,Northern Europe,Reino Unido,Europe
779,Loughborough,Inglaterra,Northern Europe,Reino Unido,Europe
784,Cheltenham,Inglaterra,Northern Europe,Reino Unido,Europe
860,Bournemouth,Inglaterra,Northern Europe,Reino Unido,Europe
865,Solihull,Inglaterra,Northern Europe,Reino Unido,Europe
887,Huddersfield,Inglaterra,Northern Europe,Reino Unido,Europe
919,Basildon,Inglaterra,Northern Europe,Reino Unido,Europe
1017,Mansfield,Inglaterra,Northern Europe,Reino Unido,Europe
1022,Poole,Inglaterra,Northern Europe,Reino Unido,Europe
1160,Blackpool,Inglaterra,Northern Europe,Reino Unido,Europe
1305,Farnborough,Inglaterra,Northern Europe,Reino Unido,Europe
1366,Walsall,Inglaterra,Northern Europe,Reino Unido,Europe
1477,Crawley,Inglaterra,Northern Europe,Reino Unido,Europe
1572,Kingswood,Inglaterra,Northern Europe,Reino Unido,Europe
1582,Watford,Inglaterra,Northern Europe,Reino Unido,Europe
1656,Wallasey,Inglaterra,Northern Europe,Reino Unido,Europe
1777,Maidenhead,Inglaterra,Northern Europe,Reino Unido,Europe
1780,Nottingham,Inglaterra,Northern Europe,Reino Unido,Europe
1781,Fareham,Inglaterra,Northern Europe,Reino Unido,Europe
1782,Runcorn,Inglaterra,Northern Europe,Reino Unido,Europe
1786,Blackburn,Inglaterra,Northern Europe,Reino Unido,Europe
1794,Burnley,Inglaterra,Northern Europe,Reino Unido,Europe
1878,Bedford,Inglaterra,Northern Europe,Reino Unido,Europe
1886,Barnsley,Inglaterra,Northern Europe,Reino Unido,Europe
1887,Dudley,Inglaterra,Northern Europe,Reino Unido,Europe
1904,Chesterfield,Inglaterra,Northern Europe,Reino Unido,Europe
1989,Bideford,Inglaterra,Northern Europe,Reino Unido,Europe
2004,Slough,Inglaterra,Northern Europe,Reino Unido,Europe
2005,Reading,Inglaterra,Northern Europe,Reino Unido,Europe
2031,Norwich,Inglaterra,Northern Europe,Reino Unido,Europe
2071,Worthing,Inglaterra,Northern Europe,Reino Unido,Europe
2073,Oxford,Inglaterra,Northern Europe,Reino Unido,Europe
2090,Bath,Inglaterra,Northern Europe,Reino Unido,Europe
2121,Morley,Inglaterra,Northern Europe,Reino Unido,Europe
2125,Coventry,Inglaterra,Northern Europe,Reino Unido,Europe
2131,Newcastle upon Tyne,Inglaterra,Northern Europe,Reino Unido,Europe
2145,Liverpool,Inglaterra,Northern Europe,Reino Unido,Europe
2151,Hinckley,Inglaterra,Northern Europe,Reino Unido,Europe
2153,Kettering,Inglaterra,Northern Europe,Reino Unido,Europe
2166,Worcester,Inglaterra,Northern Europe,Reino Unido,Europe
2204,Torquay,Inglaterra,Northern Europe,Reino Unido,Europe
2229,Huyton,Inglaterra,Northern Europe,Reino Unido,Europe
2235,Hove,Inglaterra,Northern Europe,Reino Unido,Europe
2240,Wakefield,Inglaterra,Northern Europe,Reino Unido,Europe
2248,Hemel Hempstead,Inglaterra,Northern Europe,Reino Unido,Europe
2250,Rochdale,Inglaterra,Northern Europe,Reino Unido,Europe
2265,Chelmsford,Inglaterra,Northern Europe,Reino Unido,Europe
2266,Gillingham,Inglaterra,Northern Europe,Reino Unido,Europe
2285,Birkenhead,Inglaterra,Northern Europe,Reino Unido,Europe
2292,Middlesbrough,Inglaterra,Northern Europe,Reino Unido,Europe
2322,Harrogate,Inglaterra,Northern Europe,Reino Unido,Europe
2358,Hereford,Inglaterra,Northern Europe,Reino Unido,Europe
2362,Taunton,Inglaterra,Northern Europe,Reino Unido,Europe
2380,Warrington,Inglaterra,Northern Europe,Reino Unido,Europe
2395,Weston-super-Mare,Inglaterra,Northern Europe,Reino Unido,Europe
2423,Ashford,Inglaterra,Northern Europe,Reino Unido,Europe
2461,Cheshunt,Inglaterra,Northern Europe,Reino Unido,Europe
2474,Gravesend,Inglaterra,Northern Europe,Reino Unido,Europe
2483,Gosport,Inglaterra,Northern Europe,Reino Unido,Europe
2534,Shrewsbury,Inglaterra,Northern Europe,Reino Unido,Europe
2635,Dronfield,Inglaterra,Northern Europe,Reino Unido,Europe
2639,Dewsbury,Inglaterra,Northern Europe,Reino Unido,Europe
2725,Northwich,Inglaterra,Northern Europe,Reino Unido,Europe
2739,Brighton,Inglaterra,Northern Europe,Reino Unido,Europe
2743,Ipswich,Inglaterra,Northern Europe,Reino Unido,Europe
2846,Darlington,Inglaterra,Northern Europe,Reino Unido,Europe
2857,Southampton,Inglaterra,Northern Europe,Reino Unido,Europe
2936,High Wycombe,Inglaterra,Northern Europe,Reino Unido,Europe
2938,Halesowen,Inglaterra,Northern Europe,Reino Unido,Europe
2951,Southport,Inglaterra,Northern Europe,Reino Unido,Europe
2983,Woking,Inglaterra,Northern Europe,Reino Unido,Europe
2986,Stockport,Inglaterra,Northern Europe,Reino Unido,Europe
3023,Chapel Allerton,Inglaterra,Northern Europe,Reino Unido,Europe
3034,Bury,Inglaterra,Northern Europe,Reino Unido,Europe
3038,Kidderminster,Inglaterra,Northern Europe,Reino Unido,Europe
3171,Clacton-on-Sea,Inglaterra,Northern Europe,Reino Unido,Europe
3180,Chatham,Inglaterra,Northern Europe,Reino Unido,Europe
3214,South Shields,Inglaterra,Northern Europe,Reino Unido,Europe
3219,Stourbridge,Inglaterra,Northern Europe,Reino Unido,Europe
3243,Ferndown,Inglaterra,Northern Europe,Reino Unido,Europe
3248,Stevenage,Inglaterra,Northern Europe,Reino Unido,Europe
3266,Rottingdean,Inglaterra,Northern Europe,Reino Unido,Europe
3274,Harlow,Inglaterra,Northern Europe,Reino Unido,Europe
3275,Dunstable,Inglaterra,Northern Europe,Reino Unido,Europe
3318,Guildford,Inglaterra,Northern Europe,Reino Unido,Europe
3325,Nuneaton,Inglaterra,Northern Europe,Reino Unido,Europe
3411,Dartford,Inglaterra,Northern Europe,Reino Unido,Europe
3417,Bracknell,Inglaterra,Northern Europe,Reino Unido,Europe
3452,Stafford,Inglaterra,Northern Europe,Reino Unido,Europe
19,Groningen,Groningen,Western Europe,Países Bajos,Europe
112,Amsterdam,Holanda Septentrional,Western Europe,Países Bajos,Europe
113,Viena,Viena,Western Europe,Austria,Europe
273,The Hague,Holanda Meridional,Western Europe,Países Bajos,Europe
278,Arnhem,Güeldres,Western Europe,Países Bajos,Europe
294,Dordrecht,Holanda Meridional,Western Europe,Países Bajos,Europe
296,Alphen aan den Rijn,Holanda Meridional,Western Europe,Países Bajos,Europe
319,Seraing,Lieja,Western Europe,Bélgica,Europe
394,Utrecht,Utrecht,Western Europe,Países Bajos,Europe
395,Genk,Limburgo,Western Europe,Bélgica,Europe
412,Charleroi,Henao,Western Europe,Bélgica,Europe
484,Amberes,Amberes,Western Europe,Bélgica,Europe
619,Nieuwegein,Utrecht,Western Europe,Países Bajos,Europe
637,Hasselt,Limburgo,Western Europe,Bélgica,Europe
660,Berne,Berna,Western Europe,Suiza,Europe
670,Doetinchem,Güeldres,Western Europe,Países Bajos,Europe
692,Emmen,Drenthe,Western Europe,Países Bajos,Europe
704,Salzburgo,Salzburgo,Western Europe,Austria,Europe
728,Zeist,Utrecht,Western Europe,Países Bajos,Europe
730,Mechelen,Amberes,Western Europe,Bélgica,Europe
744,Oosterhout,Brabante Septentrional,Western Europe,Países Bajos,Europe
752,Veenendaal,Utrecht,Western Europe,Países Bajos,Europe
772,Ginebra,Ginebra,Western Europe,Suiza,Europe
863,Ghent,Flanders Oriental,Western Europe,Bélgica,Europe
870,Almelo,Overijssel,Western Europe,Países Bajos,Europe
873,Rotterdam,Holanda Meridional,Western Europe,Países Bajos,Europe
882,Apeldoorn,Güeldres,Western Europe,Países Bajos,Europe
890,Leeuwarden,Frisia,Western Europe,Países Bajos,Europe
903,San Galo,San Galo,Western Europe,Suiza,Europe
909,Zurich,Zúrich,Western Europe,Suiza,Europe
921,Winterthur,Zúrich,Western Europe,Suiza,Europe
1095,Tilburg,Brabante Septentrional,Western Europe,Países Bajos,Europe
1101,Schiedam,Holanda Meridional,Western Europe,Países Bajos,Europe
1161,Heerlen,Limburgo,Western Europe,Países Bajos,Europe
1480,Villach,Carintia,Western Europe,Austria,Europe
1563,Linz,Alta Austria,Western Europe,Austria,Europe
1595,Zwolle,Overijssel,Western Europe,Países Bajos,Europe
1683,Haarlem,Holanda Septentrional,Western Europe,Países Bajos,Europe
1754,Zaanstad,Holanda Septentrional,Western Europe,Países Bajos,Europe
1793,Leuven,Brabante Flamenco,Western Europe,Bélgica,Europe
1796,Graz,Stiria,Western Europe,Austria,Europe
1797,Bruselas,Bruselas,Western Europe,Bélgica,Europe
1799,Eindhoven,Brabante Septentrional,Western Europe,Países Bajos,Europe
1877,Spijkenisse,Holanda Meridional,Western Europe,Países Bajos,Europe
1884,Roeselare,Flanders Occidental,Western Europe,Bélgica,Europe
1897,Klagenfurt,Carintia,Western Europe,Austria,Europe
1908,Bruges,Flanders Occidental,Western Europe,Bélgica,Europe
2024,Wels,Alta Austria,Western Europe,Austria,Europe
2087,Delft,Holanda Meridional,Western Europe,Países Bajos,Europe
2130,Luxemburgo,Luxemburgo,Western Europe,Luxemburgo,Europe
2158,Venlo,Limburgo,Western Europe,Países Bajos,Europe
2197,Basel,Basilea-Ciudad,Western Europe,Suiza,Europe
2199,Roermond,Limburgo,Western Europe,Países Bajos,Europe
2203,Alkmaar,Holanda Septentrional,Western Europe,Países Bajos,Europe
2209,Hilversum,Holanda Septentrional,Western Europe,Países Bajos,Europe
2218,Deventer,Overijssel,Western Europe,Países Bajos,Europe
2230,Lausanne,Vaud,Western Europe,Suiza,Europe
2236,Namur,Namur,Western Europe,Bélgica,Europe
2239,Innsbruck,Tirol,Western Europe,Austria,Europe
2242,Assen,Drenthe,Western Europe,Países Bajos,Europe
2257,Aalst,Flanders Oriental,Western Europe,Bélgica,Europe
2260,Sittard,Limburgo,Western Europe,Países Bajos,Europe
2267,Velsen,Holanda Septentrional,Western Europe,Países Bajos,Europe
2368,Capelle aan den IJssel,Holanda Meridional,Western Europe,Países Bajos,Europe
2418,Purmerend,Holanda Septentrional,Western Europe,Países Bajos,Europe
2438,Vlaardingen,Holanda Meridional,Western Europe,Países Bajos,Europe
2675,Breda,Brabante Septentrional,Western Europe,Países Bajos,Europe
2682,Lucerna,Lucerna,Western Europe,Suiza,Europe
2706,Verviers,Lieja,Western Europe,Bélgica,Europe
2863,Hamme,Flanders Oriental,Western Europe,Bélgica,Europe
2895,Helmond,Brabante Septentrional,Western Europe,Países Bajos,Europe
2900,Tournai,Henao,Western Europe,Bélgica,Europe
2950,Maastricht,Limburgo,Western Europe,Países Bajos,Europe
2973,Den Helder,Holanda Septentrional,Western Europe,Países Bajos,Europe
2974,Enschede,Overijssel,Western Europe,Países Bajos,Europe
2984,Barneveld,Güeldres,Western Europe,Países Bajos,Europe
2997,Amstelveen,Holanda Septentrional,Western Europe,Países Bajos,Europe
3036,Bergen op Zoom,Brabante Septentrional,Western Europe,Países Bajos,Europe
3102,Leoben,Stiria,Western Europe,Austria,Europe
3167,Terneuzen,Zelanda,Western Europe,Países Bajos,Europe
3253,Amersfoort,Utrecht,Western Europe,Países Bajos,Europe
3254,Roosendaal,Brabante Septentrional,Western Europe,Países Bajos,Europe
3257,Nijmegen,Güeldres,Western Europe,Países Bajos,Europe
3259,Oss,Brabante Septentrional,Western Europe,Países Bajos,Europe
3264,Uithoorn,Holanda Septentrional,Western Europe,Países Bajos,Europe
3453,Kortrijk,Flanders Occidental,Western Europe,Bélgica,Europe
3454,Hardenberg,Overijssel,Western Europe,Países Bajos,Europe
3501,Leiden,Holanda Meridional,Western Europe,Países Bajos,Europe
3515,Mouscron,Henao,Western Europe,Bélgica,Europe
3554,Hengelo,Overijssel,Western Europe,Países Bajos,Europe
3579,Peer,Limburgo,Western Europe,Bélgica,Europe
16,Dortmund,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
24,Gelsenkirchen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
79,Nuremberg,Bavaria,Western Europe,Alemania,Europe
81,Halle,Sajonia-Anhalt,Western Europe,Alemania,Europe
82,Bremerhaven,Bremen,Western Europe,Alemania,Europe
84,Bielefeld,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
86,Duisburg,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
100,Hanover,Baja Sajonia,Western Europe,Alemania,Europe
103,Wilhelmshaven,Baja Sajonia,Western Europe,Alemania,Europe
110,Langenhagen,Baja Sajonia,Western Europe,Alemania,Europe
205,Viersen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
254,Wiesbaden,Hesse,Western Europe,Alemania,Europe
255,Munich,Bavaria,Western Europe,Alemania,Europe
272,Hamburgo,Hamburgo,Western Europe,Alemania,Europe
275,Ratingen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
290,Remscheid,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
302,Reutlingen,Baden-Wurtemberg,Western Europe,Alemania,Europe
321,Kiel,Schleswig-Holstein,Western Europe,Alemania,Europe
323,Augsburg,Bavaria,Western Europe,Alemania,Europe
325,Castrop-Rauxel,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
389,Cologne,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
402,Berlín,Berlín,Western Europe,Alemania,Europe
404,Erftstadt,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
415,Ulm,Baden-Wurtemberg,Western Europe,Alemania,Europe
417,Siegen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
426,Gronau,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
427,Frankfurt,Hesse,Western Europe,Alemania,Europe
467,Arnsberg,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
471,Leipzig,Sajonia,Western Europe,Alemania,Europe
481,Bochum,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
483,Magdeburg,Sajonia-Anhalt,Western Europe,Alemania,Europe
487,Brandenburgo,Brandenburgo,Western Europe,Alemania,Europe
488,Wetzlar,Hesse,Western Europe,Alemania,Europe
494,Lohne,Baja Sajonia,Western Europe,Alemania,Europe
499,Stuttgart,Baden-Wurtemberg,Western Europe,Alemania,Europe
626,Trier,Renania-Palatinado,Western Europe,Alemania,Europe
628,Velbert,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
638,Rostock,Mecklemburgo-Pomerania Occidental,Western Europe,Alemania,Europe
644,Aschaffenburg,Bavaria,Western Europe,Alemania,Europe
645,Bremen,Bremen,Western Europe,Alemania,Europe
646,Heidelberg,Baden-Wurtemberg,Western Europe,Alemania,Europe
648,Wuppertal,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
653,Zwickau,Sajonia,Western Europe,Alemania,Europe
654,Offenbach,Hesse,Western Europe,Alemania,Europe
662,Celle,Baja Sajonia,Western Europe,Alemania,Europe
675,Ingolstadt,Bavaria,Western Europe,Alemania,Europe
681,Erlangen,Bavaria,Western Europe,Alemania,Europe
689,Wolfsburg,Baja Sajonia,Western Europe,Alemania,Europe
693,Herten,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
699,Essen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
705,Herford,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
707,Langenfeld,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
712,Dresden,Sajonia,Western Europe,Alemania,Europe
727,Chemnitz,Sajonia,Western Europe,Alemania,Europe
729,Friedrichshafen,Baden-Wurtemberg,Western Europe,Alemania,Europe
745,Heilbronn,Baden-Wurtemberg,Western Europe,Alemania,Europe
748,Recklinghausen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
755,Garbsen,Baja Sajonia,Western Europe,Alemania,Europe
771,Dormagen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
773,Gera,Turingia,Western Europe,Alemania,Europe
872,Bergheim,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
877,Mainz,Renania-Palatinado,Western Europe,Alemania,Europe
888,Hamm,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
898,Freiburg,Baden-Wurtemberg,Western Europe,Alemania,Europe
904,Bayreuth,Bavaria,Western Europe,Alemania,Europe
916,Munster,Baja Sajonia,Western Europe,Alemania,Europe
1012,Ennigerloh,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1013,Solingen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1015,Langen,Baja Sajonia,Western Europe,Alemania,Europe
1019,Oldenburg,Baja Sajonia,Western Europe,Alemania,Europe
1096,Naumburg,Sajonia-Anhalt,Western Europe,Alemania,Europe
1104,Emden,Baja Sajonia,Western Europe,Alemania,Europe
1156,Hildesheim,Baja Sajonia,Western Europe,Alemania,Europe
1165,Erfurt,Turingia,Western Europe,Alemania,Europe
1286,Herne,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1326,Mannheim,Baden-Wurtemberg,Western Europe,Alemania,Europe
1475,Oberhausen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1487,Menden,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1561,Gladbeck,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1574,Offenburg,Baden-Wurtemberg,Western Europe,Alemania,Europe
1589,Aachen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1592,Darmstadt,Hesse,Western Europe,Alemania,Europe
1593,Worms,Renania-Palatinado,Western Europe,Alemania,Europe
1598,Krefeld,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1664,Dorsten,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1723,Kerpen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1746,Bonn,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1751,Karlsruhe,Baden-Wurtemberg,Western Europe,Alemania,Europe
1788,Euskirchen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1792,Troisdorf,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1798,Norderstedt,Schleswig-Holstein,Western Europe,Alemania,Europe
1880,Dinslaken,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1896,Moers,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1900,Witten,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1911,Hagen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
1990,Friedberg,Hesse,Western Europe,Alemania,Europe
1991,Schiffweiler,Sarre,Western Europe,Alemania,Europe
1998,Passau,Bavaria,Western Europe,Alemania,Europe
2007,Cottbus,Brandenburgo,Western Europe,Alemania,Europe
2035,Ludwigshafen am Rhein,Renania-Palatinado,Western Europe,Alemania,Europe
2128,Koblenz,Renania-Palatinado,Western Europe,Alemania,Europe
2129,Unna,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2163,Villingen-Schwenningen,Baden-Wurtemberg,Western Europe,Alemania,Europe
2164,Grevenbroich,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2196,Flensburg,Schleswig-Holstein,Western Europe,Alemania,Europe
2201,Pforzheim,Baden-Wurtemberg,Western Europe,Alemania,Europe
2217,Leverkusen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2243,Bottrop,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2249,Paderborn,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2251,Minden,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2268,Regensburg,Bavaria,Western Europe,Alemania,Europe
2293,Lippstadt,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2299,Bamberg,Bavaria,Western Europe,Alemania,Europe
2318,Hattingen,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2320,Sonneberg,Turingia,Western Europe,Alemania,Europe
2363,Jena,Turingia,Western Europe,Alemania,Europe
2394,Schwerin,Mecklemburgo-Pomerania Occidental,Western Europe,Alemania,Europe
2459,Neunkirchen,Sarre,Western Europe,Alemania,Europe
2476,Gummersbach,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2494,Neubrandenburg,Mecklemburgo-Pomerania Occidental,Western Europe,Alemania,Europe
2547,Willich,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2548,Potsdam,Brandenburgo,Western Europe,Alemania,Europe
2679,Pulheim,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2681,Forst,Brandenburgo,Western Europe,Alemania,Europe
2709,Kaiserslautern,Renania-Palatinado,Western Europe,Alemania,Europe
2754,Bergisch Gladbach,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2790,Sindelfingen,Baden-Wurtemberg,Western Europe,Alemania,Europe
2793,Eggenstein-Leopoldshafen,Baden-Wurtemberg,Western Europe,Alemania,Europe
2796,Kassel,Hesse,Western Europe,Alemania,Europe
2798,Iserlohn,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2852,Stolberg,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2858,Günzburg,Bavaria,Western Europe,Alemania,Europe
2940,Weimar,Turingia,Western Europe,Alemania,Europe
2947,Rheine,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2953,Baden-Baden,Baden-Wurtemberg,Western Europe,Alemania,Europe
2985,Hilden,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
2987,Greifswald,Mecklemburgo-Pomerania Occidental,Western Europe,Alemania,Europe
2988,Neu-Ulm,Bavaria,Western Europe,Alemania,Europe
2989,Waiblingen,Baden-Wurtemberg,Western Europe,Alemania,Europe
3032,Stralsund,Mecklemburgo-Pomerania Occidental,Western Europe,Alemania,Europe
3103,Wetter (Ruhr),Renania del Norte-Westfalia,Western Europe,Alemania,Europe
3142,Ludwigsburg,Baden-Wurtemberg,Western Europe,Alemania,Europe
3143,Delmenhorst,Baja Sajonia,Western Europe,Alemania,Europe
3179,Cuxhaven,Baja Sajonia,Western Europe,Alemania,Europe
3204,Marl,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
3211,Borken,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
3213,Bad Waldsee,Baden-Wurtemberg,Western Europe,Alemania,Europe
3252,Neuwied,Renania-Palatinado,Western Europe,Alemania,Europe
3295,Ludwigsfelde,Brandenburgo,Western Europe,Alemania,Europe
3412,Stadtlohn,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
3418,Rosenheim,Bavaria,Western Europe,Alemania,Europe
3473,Fulda,Hesse,Western Europe,Alemania,Europe
3498,Aalen,Baden-Wurtemberg,Western Europe,Alemania,Europe
3555,Detmold,Renania del Norte-Westfalia,Western Europe,Alemania,Europe
18,Nantes,Países del Loira,Western Europe,Francia,Europe
22,Hayange,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Francia,Europe
25,Nice,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
80,Reims,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Francia,Europe
92,Nancy,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Francia,Europe
94,Laon,Norte-Paso de Calais-Picardía,Western Europe,Francia,Europe
97,La Rochelle,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
198,Montpellier,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Francia,Europe
200,Vannes,Bretaña,Western Europe,Francia,Europe
203,Gien,Centro-Valle de Loira,Western Europe,Francia,Europe
211,Marseille,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
257,Lille,Norte-Paso de Calais-Picardía,Western Europe,Francia,Europe
283,Wattrelos,Norte-Paso de Calais-Picardía,Western Europe,Francia,Europe
293,Pamiers,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Francia,Europe
295,Strasbourg,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Francia,Europe
299,Six-Fours-les-Plages,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
300,Rennes,Bretaña,Western Europe,Francia,Europe
310,Hautmont,Norte-Paso de Calais-Picardía,Western Europe,Francia,Europe
324,Cognac,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
393,Carpentras,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
398,Miramas,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
401,Mont-Saint-Aignan,Normandía,Western Europe,Francia,Europe
407,Tourcoing,Norte-Paso de Calais-Picardía,Western Europe,Francia,Europe
413,Niort,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
420,Verdun,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Francia,Europe
430,La Seyne-sur-Mer,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
469,Toulouse,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Francia,Europe
473,Meyzieu,Auvernia-Ródano-Alpes,Western Europe,Francia,Europe
474,Mulhouse,Alsacia-Champaña-Ardenas-Lorena,Western Europe,Francia,Europe
480,Cholet,Países del Loira,Western Europe,Francia,Europe
482,Annecy,Auvernia-Ródano-Alpes,Western Europe,Francia,Europe
489,Pertuis,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
491,Cagnes-sur-Mer,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
493,Vichy,Auvernia,Western Europe,Francia,Europe
495,Le Mans,Países del Loira,Western Europe,Francia,Europe
496,Bordeaux,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
498,Rouen,Normandía,Western Europe,Francia,Europe
505,Le Bouscat,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
510,Biarritz,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
511,Aix-en-Provence,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
612,Brest,Bretaña,Western Europe,Francia,Europe
618,Caen,Normandía,Western Europe,Francia,Europe
624,Brive-la-Gaillarde,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
625,Le Petit-Quevilly,Normandía,Western Europe,Francia,Europe
629,Avignon,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
639,Tours,Centro-Valle de Loira,Western Europe,Francia,Europe
641,Toulon,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
649,Mont-de-Marsan,Aquitania-Lemosín-Poitou-Charentes,Western Europe,Francia,Europe
656,La Baule-Escoublac,Países del Loira,Western Europe,Francia,Europe
658,Mons-en-Baroeul,Norte-Paso de Calais-Picardía,Western Europe,Francia,Europe
665,Dijon,Borgoña-Franco Condado,Western Europe,Francia,Europe
669,Castres,Languedoc-Rosellón-Mediodía-Pirineos,Western Europe,Francia,Europe
671,Marignane,Provenza-Alpes-Costa Azul,Western Europe,Francia,Europe
